ID_Evento,IDMercado,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No,CS_0x0,CS_0x1,CS_0x2,CS_0x3,CS_1x0,CS_1x1,CS_1x2,CS_1x3,CS_2x0,CS_2x1,CS_2x2,CS_2x3,CS_3x0,CS_3x1,CS_3x2,CS_3x3,CS_Goleada_H,CS_Goleada_A
32981190,1.224218388,Azerbaijan Premier League,2024-02-04,10:30:00,FK Qabala,Zira,3.5,1.03,2.06,1.5,1.42,2.04,1.61,980.0,980.0,1.01,1.01,980.0,980.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32959644,1.223881251,Dutch Eredivisie,2024-02-04,10:30:00,AZ Alkmaar,Feyenoord,4.8,4.0,1.81,1.78,2.12,1.72,2.1,18.5,11.0,12.5,20.0,21.0,9.8,11.5,21.0,40.0,22.0,21.0,36.0,110.0,65.0,70.0,110.0,65.0,11.0
32980693,1.224210360,Greek Super League 2,2024-02-04,10:45:00,Diagoras,Tilikratis Lefkadas,1.26,1.05,1.05,1.03,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32983760,1.224262730,Indian Super League,2024-02-04,11:00:00,Mumbai City FC,Jamshedpur FC,1.04,1.16,1.49,1.01,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32906210,1.223058724,Hungarian NB I,2024-02-04,11:00:00,Mezokovesd-Zsory,Kecskemeti,2.4,3.25,2.78,1.96,1.79,1.75,1.97,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,1.01,980.0,980.0
32979109,1.224185297,Portuguese Segunda Liga,2024-02-04,11:00:00,Maritimo,Benfica B,1.78,3.55,4.5,1.97,1.84,1.88,1.93,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,980.0,1.01
32958869,1.223868719,Italian Serie A,2024-02-04,11:00:00,Napoli,Verona,1.44,5.0,9.2,1.89,2.06,2.18,1.83,16.5,27.0,80.0,340.0,7.6,11.0,34.0,160.0,7.8,9.8,29.0,140.0,11.5,15.5,40.0,190.0,7.2,220.0
32958618,1.223865415,English Premier League,2024-02-04,11:00:00,Bournemouth,Nottm Forest,1.76,4.3,4.8,1.71,2.38,1.74,2.32,19.0,21.0,40.0,110.0,11.0,9.4,18.5,55.0,11.5,9.8,17.5,55.0,18.5,16.0,28.0,80.0,8.4,48.0
32977963,1.224164781,English FA Women's Super League 1,2024-02-04,11:00:00,Liverpool (W),Tottenham (W),2.58,3.2,2.48,1.25,1.43,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32988670,1.224322258,Brazilian Paulista Serie A1,2024-02-04,11:00:00,Corinthians,Novorizontino,1.71,3.4,5.5,2.32,1.62,2.16,1.71,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,980.0,1.01
32988669,1.224322367,Brazilian Paulista Serie A1,2024-02-04,11:00:00,Santo Andre,Bragantino SP,6.2,3.2,1.46,1.96,1.66,2.02,1.63,980.0,980.0,980.0,980.0,1.01,980.0,980.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,980.0
32977033,1.224147073,Croatian 1 HNL,2024-02-04,11:00:00,Rijeka,NK Istra,1.29,5.0,9.2,1.56,2.16,1.93,1.69,980.0,1.01,1.01,1.01,980.0,980.0,1.01,1.01,980.0,980.0,980.0,1.01,980.0,980.0,1.01,1.01,980.0,1.01
32957891,1.223849446,Greek Super League,2024-02-04,11:00:00,OFI,Kifisias FC,1.76,3.75,4.4,1.75,2.06,1.75,2.08,17.5,20.0,38.0,100.0,10.5,9.6,20.0,60.0,12.5,11.0,19.5,65.0,19.5,19.5,34.0,95.0,11.0,60.0
32990930,1.224345323,Friendly Matches,2024-02-04,11:00:00,Slavia Prague,Zlate Moravce,1.04,1.01,1.04,1.01,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32957913,1.223850703,French Ligue 1,2024-02-04,11:00:00,Lille,Clermont,1.42,5.0,9.2,1.84,2.12,2.14,1.84,16.5,32.0,90.0,360.0,8.0,11.0,38.0,160.0,8.0,10.0,29.0,150.0,11.5,15.5,42.0,200.0,7.0,210.0
32957948,1.223850343,French Ligue 1,2024-02-04,11:00:00,Metz,Lorient,2.34,3.15,3.7,2.6,1.58,2.14,1.8,9.0,11.0,29.0,95.0,7.4,7.2,19.5,70.0,15.5,14.0,28.0,110.0,38.0,38.0,75.0,230.0,38.0,100.0
32957922,1.223850583,French Ligue 1,2024-02-04,11:00:00,Reims,Toulouse,1.84,3.85,5.0,1.93,1.9,1.89,2.0,14.0,18.0,36.0,130.0,8.8,8.6,20.0,65.0,11.0,10.5,21.0,75.0,19.0,20.0,38.0,140.0,13.0,80.0
32958620,1.223864948,English Premier League,2024-02-04,11:00:00,Chelsea,Wolves,1.63,4.4,6.0,1.7,2.4,1.79,2.22,19.0,24.0,50.0,150.0,10.5,10.5,22.0,70.0,10.5,9.8,19.0,70.0,15.0,14.0,29.0,95.0,7.4,65.0
32958626,1.223864666,English Premier League,2024-02-04,11:00:00,Man Utd,West Ham,1.68,4.4,5.5,1.68,2.4,1.72,2.28,20.0,23.0,42.0,130.0,11.0,9.8,20.0,60.0,11.0,9.6,18.0,60.0,17.0,15.5,27.0,80.0,7.8,55.0
32989050,1.224325690,Algerian Ligue 1,2024-02-04,11:30:00,MC El Bayadh,Belouizdad,1.32,1.32,1.32,1.13,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32955968,1.223814707,German Bundesliga,2024-02-04,11:30:00,Wolfsburg,Hoffenheim,2.16,3.95,3.45,1.64,2.44,1.59,2.54,21.0,18.5,27.0,60.0,14.0,9.2,14.0,34.0,16.5,11.0,15.0,38.0,28.0,20.0,28.0,65.0,12.0,24.0
32977024,1.224147163,Spanish Primera Division RFEF Group 1,2024-02-04,12:00:00,Sociedad B,Gimnastic,2.58,2.78,3.1,2.7,1.49,2.12,1.73,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,980.0,980.0,1.01,1.01,980.0,1.01
32977108,1.224149465,Spanish Segunda RFEF - Group 1,2024-02-04,12:00:00,CD Covadonga,UD Ourense,1.01,1.01,1.01,1.1,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32983360,1.224254662,Italian Serie A (W),2024-02-04,12:00:00,AS Roma (W),Juventus FC (W),1.01,1.05,1.01,1.01,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32978615,1.224225253,Spanish Segunda RFEF - Group 2,2024-02-04,12:00:00,CD Brea,CD Alaves B,5.2,3.3,1.76,2.12,1.6,2.04,1.62,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,1.01,1.01,1.01,1.01,1.01,980.0
32977600,1.224160042,Spanish Primera Division RFEF Group 1,2024-02-04,12:00:00,Leonesa,Union de Salamanca,1.77,2.84,5.0,2.0,1.47,1.01,1.01,980.0,1.01,1.01,1.01,980.0,980.0,1.01,1.01,980.0,980.0,1.01,1.01,1.01,1.01,1.01,1.01,980.0,1.01
32976866,1.224142726,Belgian First Division B,2024-02-04,12:00:00,Patro Eisden Maasmechelen,Francs Borains,1.6,3.5,4.4,1.75,1.87,1.75,1.87,980.0,980.0,1.01,1.01,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,980.0,980.0,1.01,1.01,980.0,1.01
32985275,1.224278478,Belgian First Division A,2024-02-04,12:00:00,Eupen,Yellow-Red Mechelen,2.96,3.55,2.28,1.75,2.06,1.63,2.1,18.0,12.5,18.5,38.0,16.0,9.4,12.5,28.0,27.0,16.0,20.0,42.0,65.0,40.0,55.0,980.0,34.0,20.0
32990927,1.224345449,Friendly Matches,2024-02-04,12:00:00,Trencin,Vyskov,1.04,1.01,1.04,1.01,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32976614,1.224137032,Spanish Segunda Division,2024-02-04,12:15:00,Oviedo,Eldense,1.98,3.2,5.0,2.52,1.54,2.24,1.63,9.0,14.0,980.0,980.0,7.2,8.4,980.0,980.0,11.5,12.5,980.0,980.0,980.0,980.0,980.0,1.01,26.0,980.0
32976613,1.224136558,Spanish Segunda Division,2024-02-04,12:15:00,Amorebieta,Racing Santander,3.0,3.0,2.66,2.22,1.68,1.9,1.93,11.5,10.5,18.0,44.0,11.5,8.2,14.0,36.0,21.0,15.0,22.0,60.0,60.0,44.0,65.0,980.0,44.0,34.0
32957987,1.223851543,Spanish La Liga,2024-02-04,12:15:00,Osasuna,Celta Vigo,2.42,3.2,3.5,2.54,1.6,2.12,1.86,9.0,10.5,22.0,70.0,7.8,7.2,15.5,50.0,13.5,12.0,23.0,75.0,34.0,32.0,60.0,170.0,32.0,70.0
32976530,1.224137963,Italian Serie B,2024-02-04,12:15:00,Ascoli,Sudtirol,2.24,2.74,3.75,2.72,1.44,2.26,1.65,7.6,11.5,30.0,120.0,6.8,7.6,22.0,85.0,13.5,14.0,30.0,130.0,36.0,40.0,85.0,280.0,40.0,140.0
32976995,1.224147253,Italian Serie C,2024-02-04,12:15:00,Lumezzane,Alessandria,1.9,2.84,4.5,2.66,1.44,2.22,1.59,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,980.0,980.0,1.01,1.01,980.0,1.01
32977593,1.224159500,Italian Serie C,2024-02-04,12:15:00,Carrarese,Olbia,1.39,4.2,10.0,2.14,1.71,1.01,1.55,12.5,27.0,1.01,1.01,6.2,11.5,1.01,1.01,7.2,11.5,1.01,1.01,12.0,20.0,1.01,1.01,9.6,1.01
32976425,1.224133711,Portuguese Primeira Liga,2024-02-04,12:30:00,Vizela,Guimaraes,3.6,3.45,2.14,2.12,1.73,1.86,1.91,12.5,9.8,15.5,34.0,14.5,8.6,12.0,30.0,30.0,18.5,24.0,55.0,85.0,60.0,75.0,980.0,65.0,24.0
32978588,1.224173597,Swiss Super League,2024-02-04,12:30:00,Servette,Stade Lausanne-Ouchy,1.46,4.8,7.2,1.58,2.38,1.79,2.04,24.0,980.0,980.0,1.01,980.0,980.0,980.0,980.0,10.5,11.0,980.0,980.0,980.0,980.0,980.0,980.0,6.0,980.0
32978587,1.224173903,Swiss Super League,2024-02-04,12:30:00,Luzern,St Gallen,2.62,3.65,2.6,1.63,2.28,1.57,2.5,980.0,15.5,980.0,980.0,980.0,9.8,13.0,980.0,980.0,13.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0
32982771,1.224250244,Spanish Segunda RFEF - Group 2,2024-02-04,12:30:00,CD Calahorra,Barakaldo,3.55,2.52,2.16,1.53,1.44,1.01,1.01,980.0,980.0,1.01,1.01,1.01,980.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32979715,1.224199600,Portuguese Segunda Liga,2024-02-04,12:30:00,Feirense,Academico de Viseu,2.78,3.0,2.62,2.22,1.65,1.91,1.9,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,1.01,1.01,1.01,1.01,1.01,980.0
32976408,1.224134137,Portuguese Primeira Liga,2024-02-04,12:30:00,Chaves,Farense,2.36,3.45,3.05,1.99,1.8,1.8,2.0,13.5,13.5,24.0,60.0,10.5,8.0,15.0,42.0,16.5,11.5,19.5,60.0,38.0,29.0,46.0,120.0,24.0,40.0
32957888,1.223849536,Greek Super League,2024-02-04,12:30:00,PAS Giannina,Lamia,2.38,2.86,3.2,2.32,1.57,1.98,1.84,10.0,12.0,25.0,980.0,9.0,8.0,17.5,980.0,16.0,13.5,24.0,980.0,980.0,980.0,980.0,980.0,36.0,980.0
32957892,1.223849356,Greek Super League,2024-02-04,12:30:00,AEK Athens,Asteras Tripolis,1.21,6.4,14.5,1.61,2.2,2.34,1.54,26.0,50.0,1.01,1.01,8.8,18.0,70.0,1.01,8.0,12.5,1.01,1.01,9.4,17.5,1.01,1.01,5.0,1.01
32976758,1.224142821,German 3 Liga,2024-02-04,12:30:00,Waldhof Mannheim,Preussen Munster,2.5,3.55,2.52,1.01,2.12,1.64,2.26,18.0,14.5,20.0,1.01,14.5,9.4,13.5,29.0,19.5,13.5,17.0,38.0,1.01,28.0,38.0,1.01,19.5,20.0
32959642,1.223881143,Dutch Eredivisie,2024-02-04,12:45:00,Sparta Rotterdam,PEC Zwolle,1.94,3.75,4.2,1.75,2.06,1.74,2.08,17.5,18.5,34.0,980.0,11.5,9.4,19.0,980.0,14.0,11.5,20.0,980.0,24.0,22.0,38.0,980.0,13.5,980.0
32983290,1.224254476,Hungarian NB II,2024-02-04,13:00:00,Haladas,Csakvar,1.01,1.01,1.01,1.03,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32977077,1.224149915,Spanish Segunda RFEF - Group 2,2024-02-04,13:00:00,SD Gernika Club,Real Zaragoza II,2.4,1.03,2.78,1.47,1.45,1.96,1.66,980.0,980.0,1.01,1.01,980.0,980.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32977111,1.224149375,Spanish Segunda RFEF - Group 1,2024-02-04,13:00:00,Pontevedra CF,CD Cayon,1.21,6.2,15.0,1.79,2.04,2.62,1.5,21.0,1.01,1.01,1.01,7.0,17.0,1.01,1.01,7.0,12.0,1.01,1.01,8.8,18.0,1.01,1.01,5.6,1.01
32977107,1.224149555,Spanish Segunda RFEF - Group 1,2024-02-04,13:00:00,Marino Luanco,RC Villalbes,2.1,2.36,3.8,1.57,1.36,2.16,1.55,980.0,980.0,1.01,1.01,980.0,980.0,1.01,1.01,980.0,980.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32977073,1.224150095,Spanish Segunda RFEF - Group 2,2024-02-04,13:00:00,Tudelano,Arenas Club de Getxo,1.67,3.35,5.0,1.45,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32977075,1.224150005,Spanish Segunda RFEF - Group 5,2024-02-04,13:00:00,CD Badajoz,CD Illescas,1.87,1.01,4.5,1.59,1.4,1.01,1.01,1.01,1.01,1.01,1.01,980.0,980.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32977109,1.224149735,Spanish Segunda RFEF - Group 4,2024-02-04,13:00:00,Orihuela CF,El Palo,1.89,2.76,4.6,1.01,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32981937,1.224227665,Spanish Segunda RFEF - Group 5,2024-02-04,13:00:00,Gimnastica Segoviana CF,Getafe B,2.16,2.34,3.55,1.56,1.37,1.01,1.01,8.2,12.0,1.01,1.01,7.8,8.2,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32977105,1.224149825,Spanish Segunda RFEF - Group 4,2024-02-04,13:00:00,Yeclano Deportivo,Mar Menor CF,1.55,3.6,7.2,2.52,1.53,2.46,1.55,10.0,18.5,1.01,1.01,5.3,9.6,36.0,1.01,8.6,11.0,1.01,1.01,16.5,26.0,1.01,1.01,17.0,1.01
32977114,1.224147701,Turkish Super League,2024-02-04,13:00:00,Besiktas,Trabzonspor,2.0,3.6,4.2,1.93,1.97,1.78,2.06,14.0,17.0,34.0,90.0,10.5,8.4,17.0,60.0,13.0,10.5,19.5,70.0,25.0,22.0,36.0,110.0,15.5,60.0
32976893,1.224145055,Turkish 1 Lig,2024-02-04,13:00:00,Giresunspor,Eyupspor,17.5,8.4,1.16,1.42,2.8,2.18,1.62,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,1.01,1.01,1.01,1.01,3.45
32977070,1.224150185,Spanish Segunda RFEF - Group 2,2024-02-04,13:00:00,Naxara CD,AD San Juan,2.3,2.58,3.1,1.48,1.51,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32977110,1.224149645,Spanish Segunda RFEF - Group 4,2024-02-04,13:00:00,Aguilas,Linense,2.0,2.68,4.1,1.01,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32985191,1.224276615,Spanish Segunda RFEF - Group 5,2024-02-04,13:00:00,Talavera CF,SS Reyes,2.08,2.66,4.2,1.01,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32977017,1.224146681,Spanish Segunda RFEF - Group 3,2024-02-04,13:00:00,UD Alzira,Espanyol B,2.42,2.38,3.0,1.47,1.44,1.98,1.65,9.4,11.0,1.01,1.01,9.2,8.2,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32957940,1.223850463,French Ligue 1,2024-02-04,13:05:00,Brest,Nice,2.62,3.25,3.15,2.5,1.6,2.1,1.86,9.4,9.8,21.0,60.0,8.6,7.2,14.5,55.0,15.0,12.5,23.0,75.0,38.0,36.0,65.0,180.0,36.0,60.0
32977040,1.224147343,Croatian 1 HNL,2024-02-04,13:15:00,Dinamo Zagreb,HNK Gorica,1.22,6.0,15.0,1.74,2.0,2.5,1.49,22.0,46.0,1.01,1.01,7.4,16.5,80.0,1.01,7.4,12.0,60.0,1.01,9.4,18.0,60.0,1.01,5.7,1.01
32977018,1.224146225,Spanish Segunda RFEF - Group 1,2024-02-04,13:30:00,Zamora,SD Compostela,1.75,3.0,5.5,3.05,1.35,2.54,1.47,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,980.0,980.0,1.01,1.01,980.0,1.01
32955964,1.223814827,German Bundesliga,2024-02-04,13:30:00,RB Leipzig,Union Berlin,1.39,5.5,9.4,1.62,2.44,1.9,1.98,24.0,34.0,80.0,350.0,10.5,12.5,32.0,130.0,9.0,10.5,26.0,110.0,12.0,14.0,34.0,130.0,5.3,140.0
32958619,1.223865089,English Premier League,2024-02-04,13:30:00,Arsenal,Liverpool,2.34,3.85,3.15,1.71,2.38,1.62,2.52,18.5,16.5,24.0,55.0,13.0,8.6,13.5,30.0,16.0,11.0,15.0,36.0,30.0,21.0,29.0,65.0,13.0,21.0
32906243,1.223058454,Hungarian NB I,2024-02-04,13:30:00,Paks,Puskas Akademia,2.04,3.25,2.82,1.66,1.98,1.57,2.12,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,1.01,980.0,1.01,1.01,980.0,1.01
32978286,1.224168257,Spanish Segunda RFEF - Group 3,2024-02-04,14:00:00,Hercules,UE Sant Andreu,2.04,2.76,3.95,1.5,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32977294,1.224151487,Spanish Segunda RFEF - Group 3,2024-02-04,14:00:00,La Nucia,Torrent CF,2.06,2.94,3.7,2.5,1.49,2.1,1.66,9.4,12.0,30.0,1.01,7.8,8.4,20.0,80.0,13.5,13.0,29.0,1.01,34.0,34.0,70.0,1.01,34.0,1.01
32977164,1.224150288,Spanish Women's Matches,2024-02-04,14:00:00,Barcelona (W),Sporting de Huelva (W),1.01,26.0,100.0,1.01,1.27,3.7,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32977293,1.224151579,Spanish Segunda RFEF - Group 2,2024-02-04,14:00:00,UD Logrones,Valle de Egüés,1.13,7.2,26.0,1.85,1.77,3.55,1.25,980.0,1.01,1.01,1.01,980.0,980.0,1.01,1.01,980.0,980.0,1.01,1.01,980.0,980.0,1.01,1.01,980.0,1.01
32977305,1.224151397,Spanish Primera Division RFEF Group 2,2024-02-04,14:00:00,Antequera CF,Merida AD,1.66,2.98,5.9,1.51,1.47,1.01,1.54,980.0,1.01,1.01,1.01,980.0,980.0,1.01,1.01,980.0,980.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32977309,1.224151307,Spanish Primera Division RFEF Group 2,2024-02-04,14:00:00,Atletico Sanluqueno CF,Intercity Sant Joan C.F,2.16,2.74,3.05,2.24,1.52,1.01,1.01,11.0,12.5,1.01,1.01,9.6,8.4,18.5,1.01,16.5,14.5,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32958882,1.223868239,Italian Serie A,2024-02-04,14:00:00,Atalanta,Lazio,2.16,3.45,4.0,2.34,1.73,1.98,1.91,11.0,12.5,27.0,85.0,8.0,7.4,17.0,55.0,12.0,11.0,21.0,75.0,27.0,25.0,46.0,140.0,21.0,70.0
32975862,1.224121887,Austrian Cup,2024-02-04,14:10:00,Rapid Vienna,St Polten,1.37,4.4,6.8,1.44,1.66,1.01,1.01,1.01,1.01,1.01,1.01,14.0,15.0,1.01,1.01,12.0,11.5,1.01,1.01,15.0,1.01,1.01,1.01,5.2,1.01
32977485,1.224156631,Spanish Segunda RFEF - Group 2,2024-02-04,14:15:00,Real Sociedad III,UD Mutilvera,1.79,3.05,4.8,2.6,1.45,2.26,1.58,9.0,14.0,42.0,1.01,6.2,9.0,27.0,1.01,11.0,12.5,34.0,1.01,27.0,32.0,1.01,1.01,29.0,1.01
32977592,1.224159590,Italian Serie C,2024-02-04,14:30:00,Lucchese,Spal,2.06,3.0,4.0,2.42,1.56,2.08,1.75,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,980.0,1.01,1.01,1.01,1.01,1.01
32977590,1.224159772,Italian Serie C,2024-02-04,14:30:00,Arezzo,Entella,3.05,2.7,2.44,2.54,1.47,2.02,1.72,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,1.01,1.01,1.01,1.01,1.01,1.01,980.0
32985274,1.224278586,Belgian First Division A,2024-02-04,14:30:00,Anderlecht,Gent,2.28,3.5,3.35,1.81,2.06,1.7,2.18,980.0,980.0,980.0,980.0,980.0,9.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0
32977514,1.224156721,Italian Serie C,2024-02-04,14:30:00,Albinoleffe,Mantova,4.5,3.05,1.71,2.2,1.54,1.99,1.65,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,1.01,1.01,1.01,1.01,1.01,980.0
32957974,1.223852143,Spanish La Liga,2024-02-04,14:30:00,Betis,Getafe,2.0,3.4,4.7,2.36,1.7,2.12,1.86,10.0,13.5,34.0,120.0,7.4,7.8,19.0,75.0,10.5,11.0,23.0,90.0,22.0,24.0,48.0,160.0,18.0,100.0
32977513,1.224156811,Italian Serie C,2024-02-04,14:30:00,Recanatese,Pontedera,3.15,3.0,2.06,1.99,1.66,1.77,1.84,13.5,10.5,16.0,36.0,14.5,9.0,13.5,32.0,28.0,18.0,23.0,55.0,1.01,55.0,1.01,1.01,60.0,26.0
32976605,1.224136800,Spanish Segunda Division,2024-02-04,14:30:00,Espanyol,Levante,1.91,3.5,4.7,2.14,1.76,1.92,1.85,12.0,15.5,36.0,130.0,8.0,8.2,19.5,75.0,11.0,11.0,23.0,90.0,22.0,22.0,46.0,150.0,16.0,100.0
32977307,1.224151669,Spanish Primera Division RFEF Group 1,2024-02-04,15:00:00,Deportivo,Fuenlabrada,1.51,3.65,6.8,2.32,1.61,1.01,1.59,980.0,1.01,980.0,1.01,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,980.0,980.0,980.0,1.01,980.0,1.01
32976461,1.224135000,Portuguese Primeira Liga,2024-02-04,15:00:00,Benfica,Gil Vicente,1.17,9.4,19.5,1.42,3.0,2.16,1.71,38.0,980.0,980.0,1.01,12.5,22.0,980.0,980.0,8.8,13.5,46.0,980.0,9.2,14.5,44.0,980.0,3.25,980.0
32976467,1.224134772,Portuguese Primeira Liga,2024-02-04,15:00:00,Estoril Praia,Club Football Estrela,1.99,3.65,4.1,1.93,1.86,1.81,1.97,16.0,18.0,34.0,95.0,11.0,9.6,20.0,60.0,14.5,12.5,23.0,75.0,26.0,26.0,46.0,980.0,17.5,65.0
32985269,1.224278694,Belgian First Division A,2024-02-04,15:15:00,Cercle Brugge,Sint Truiden,1.9,3.5,3.9,1.81,2.02,1.68,2.14,18.5,19.5,36.0,95.0,12.0,9.8,19.0,55.0,14.0,11.5,20.0,60.0,24.0,21.0,36.0,95.0,12.5,50.0
32976823,1.224143093,Belgian First Division B,2024-02-04,15:15:00,FC Liege,KFCO Beerschot Wilrijk,2.66,3.25,2.28,1.7,2.04,1.62,2.16,1.01,980.0,1.01,1.01,980.0,980.0,980.0,1.01,1.01,980.0,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32957956,1.223850006,Greek Super League,2024-02-04,15:30:00,Atromitos,PAOK,6.8,5.1,1.45,1.74,2.06,1.89,1.89,23.0,11.0,10.5,15.0,32.0,13.0,12.0,17.5,980.0,34.0,29.0,40.0,980.0,980.0,980.0,980.0,980.0,7.6
32977165,1.224148738,German 3 Liga,2024-02-04,15:30:00,Duisburg,Jahn Regensburg,2.86,3.1,2.12,1.92,1.84,1.65,2.0,17.0,13.0,18.0,36.0,16.0,8.2,13.5,30.0,26.0,16.5,20.0,44.0,60.0,42.0,55.0,1.01,38.0,22.0
32988614,1.224321131,Brazilian Carioca Matches,2024-02-04,15:45:00,Sampaio Correa FC,Volta Redonda,1.06,1.28,1.3,1.02,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
32977956,1.224164871,English FA Women's Super League 1,2024-02-04,15:45:00,Chelsea (W),Everton (W),1.07,13.5,1.04,1.27,4.1,2.46,1.55,1.01,1.01,1.01,1.01,16.5,1.01,1.01,1.01,9.4,19.0,1.01,1.01,8.2,16.5,1.01,1.01,2.2,1.01
32977306,1.224151759,Spanish Primera Division RFEF Group 1,2024-02-04,16:00:00,CA Osasuna II,Ponferradina,2.68,2.62,2.88,1.54,1.27,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01
